timestamp,baro_alt_m
57.200,1500.070
57.400,1500.068
57.600,1500.065
57.800,1500.063
58.000,1500.061
58.200,1500.059
58.400,1500.057
58.600,1500.056
58.800,1500.054
59.000,1500.052
59.200,1500.051
59.400,1500.050
59.600,1500.048
59.800,1500.047
60.000,1500.046
60.200,1500.045
60.400,1500.045
60.600,1500.044
60.800,1500.043
61.000,1500.043
61.200,1500.042
61.400,1500.042
61.600,1500.042
61.800,1500.042
62.000,1500.042
62.200,1500.042
62.400,1500.042
62.600,1500.042
62.800,1500.042
63.000,1500.043
63.200,1500.043
63.400,1500.043
63.600,1500.044
63.800,1500.044
64.000,1500.045
64.200,1500.046
64.400,1500.046
64.600,1500.047
64.800,1500.048
65.000,1500.048
65.200,1500.049
65.400,1500.050
65.600,1500.051
65.800,1500.052
66.000,1500.053
66.200,1500.053
66.400,1500.054
66.600,1500.055
66.800,1500.056
67.000,1500.057
67.200,1500.058
67.400,1500.059
67.600,1500.059
67.800,1500.060
68.000,1500.061
68.200,1500.062
68.400,1500.062
68.600,1500.063
68.800,1500.063
69.000,1500.064
69.200,1500.064
69.400,1500.065
69.600,1500.065
69.800,1500.065
70.000,1500.066
70.200,1500.066
70.400,1500.066
70.600,1500.066
70.800,1500.066
71.000,1500.066
71.200,1500.065
71.400,1500.065
71.600,1500.065
71.800,1500.064
72.000,1500.063
72.200,1500.063
72.400,1500.062
72.600,1500.061
72.800,1500.060
73.000,1500.059
73.200,1500.057
73.400,1500.056
73.600,1500.054
73.800,1500.053
74.000,1500.051
74.200,1500.049
74.400,1500.047
74.600,1500.045
74.800,1500.043
75.000,1500.040
75.200,1500.038
75.400,1500.035
75.600,1500.033
75.800,1500.030
76.000,1500.027
76.200,1500.024
76.400,1500.021
76.600,1500.017
76.800,1500.014
77.000,1500.010
77.200,1500.007
77.400,1500.003
77.600,1499.999
77.800,1499.995
78.000,1499.991
78.200,1499.986
78.400,1499.982
78.600,1499.977
78.800,1499.973
79.000,1499.968
79.200,1499.963
79.400,1499.958
79.600,1499.953
79.800,1499.948
80.000,1499.943
80.200,1499.938
80.400,1499.932
80.600,1499.927
80.800,1499.921
81.000,1499.915
81.200,1499.910
81.400,1499.904
81.600,1499.898
81.800,1499.892
82.000,1499.886
82.200,1499.880
82.400,1499.874
82.600,1499.868
82.800,1499.862
83.000,1499.855
83.200,1499.849
83.400,1499.843
83.600,1499.836
83.800,1499.830
84.000,1499.824
84.200,1499.817
84.400,1499.811
84.600,1499.805
84.800,1499.798
85.000,1499.792
85.200,1499.785
85.400,1499.779
85.600,1499.773
85.800,1499.766
86.000,1499.760
86.200,1499.754
86.400,1499.747
86.600,1499.741
86.800,1499.735
87.000,1499.729
87.200,1499.723
87.400,1499.717
87.600,1499.711
87.800,1499.705
88.000,1499.699
88.200,1499.693
88.400,1499.687
88.600,1499.682
88.800,1499.676
89.000,1499.671
89.200,1499.665
89.400,1499.660
89.600,1499.655
89.800,1499.650
90.000,1499.645
90.200,1499.640
90.400,1499.636
90.600,1499.631
90.800,1499.626
91.000,1499.622
91.200,1499.618
91.400,1499.614
91.600,1499.610
91.800,1499.606
92.000,1499.602
92.200,1499.599
92.400,1499.595
92.600,1499.592
92.800,1499.589
93.000,1499.586
93.200,1499.583
93.400,1499.581
93.600,1499.578
93.800,1499.576
94.000,1499.573
94.200,1499.571
94.400,1499.569
94.600,1499.568
94.800,1499.566
95.000,1499.565
95.200,1499.563
95.400,1499.562
95.600,1499.561
95.800,1499.560
96.000,1499.560
96.200,1499.559
96.400,1499.559
96.600,1499.559
96.800,1499.559
97.000,1499.559
97.200,1499.559
97.400,1499.559
97.600,1499.560
97.800,1499.561
98.000,1499.562
98.200,1499.563
98.400,1499.564
98.600,1499.565
98.800,1499.566
99.000,1499.568
99.200,1499.570
99.400,1499.571
99.600,1499.573
99.800,1499.575
100.000,1499.578
100.200,1499.580
100.400,1499.582
100.600,1499.585
100.800,1499.587
101.000,1499.590
101.200,1499.593
101.400,1499.596
101.600,1499.599
101.800,1499.602
102.000,1499.605
102.200,1499.608
102.400,1499.612
102.600,1499.615
102.800,1499.618
103.000,1499.622
103.200,1499.626
103.400,1499.629
103.600,1499.633
103.800,1499.637
104.000,1499.640
104.200,1499.644
104.400,1499.648
104.600,1499.652
104.800,1499.656
105.000,1499.660
105.200,1499.664
105.400,1499.668
105.600,1499.672
105.800,1499.676
106.000,1499.680
106.200,1499.684
106.400,1499.688
106.600,1499.692
106.800,1499.696
107.000,1499.700
107.200,1499.704
107.400,1499.707
107.600,1499.711
107.800,1499.715
108.000,1499.719
108.200,1499.723
108.400,1499.726
108.600,1499.730
108.800,1499.733
109.000,1499.737
109.200,1499.740
109.400,1499.744
109.600,1499.747
109.800,1499.750
110.000,1499.753
110.200,1499.757
110.400,1499.760
110.600,1499.763
110.800,1499.765
111.000,1499.768
111.200,1499.771
111.400,1499.773
111.600,1499.776
111.800,1499.778
112.000,1499.781
112.200,1499.783
112.400,1499.785
112.600,1499.787
112.800,1499.789
113.000,1499.791
113.200,1499.792
113.400,1499.794
113.600,1499.795
113.800,1499.797
114.000,1499.798
114.200,1499.799
114.400,1499.800
114.600,1499.801
114.800,1499.802
115.000,1499.803
115.200,1499.804
115.400,1499.804
115.600,1499.805
115.800,1499.805
116.000,1499.805
116.200,1499.805
116.400,1499.805
116.600,1499.805
116.800,1499.805
117.000,1499.805
117.200,1499.805
117.400,1499.804
117.600,1499.804
117.800,1499.803
118.000,1499.803
118.200,1499.802
118.400,1499.801
118.600,1499.800
118.800,1499.799
119.000,1499.798
119.200,1499.797
119.400,1499.796
119.600,1499.795
119.800,1499.793
120.000,1499.792
120.200,1499.791
120.400,1499.789
120.600,1499.788
120.800,1499.786
121.000,1499.785
121.200,1499.783
121.400,1499.781
121.600,1499.780
121.800,1499.778
122.000,1499.776
122.200,1499.775
122.400,1499.773
122.600,1499.771
122.800,1499.770
123.000,1499.768
123.200,1499.766
123.400,1499.765
123.600,1499.763
123.800,1499.761
124.000,1499.760
124.200,1499.758
124.400,1499.757
124.600,1499.755
124.800,1499.754
125.000,1499.752
125.200,1499.751
125.400,1499.750
125.600,1499.748
125.800,1499.747
126.000,1499.746
126.200,1499.745
126.400,1499.744
126.600,1499.743
126.800,1499.742
127.000,1499.742
127.200,1499.741
127.400,1499.740
127.600,1499.740
127.800,1499.739
128.000,1499.739
128.200,1499.739
128.400,1499.739
128.600,1499.739
128.800,1499.739
129.000,1499.739
129.200,1499.740
129.400,1499.740
129.600,1499.741
129.800,1499.742
130.000,1499.743
130.200,1499.744
130.400,1499.745
130.600,1499.746
130.800,1499.747
131.000,1499.749
131.200,1499.751
131.400,1499.752
131.600,1499.754
131.800,1499.756
132.000,1499.759
132.200,1499.761
132.400,1499.764
132.600,1499.766
132.800,1499.769
133.000,1499.772
133.200,1499.775
133.400,1499.778
133.600,1499.781
133.800,1499.785
134.000,1499.789
134.200,1499.792
134.400,1499.796
134.600,1499.800
134.800,1499.804
135.000,1499.809
135.200,1499.813
135.400,1499.818
135.600,1499.822
135.800,1499.827
136.000,1499.832
136.200,1499.837
136.400,1499.842
136.600,1499.847
136.800,1499.853
137.000,1499.858
137.200,1499.864
137.400,1499.870
137.600,1499.875
137.800,1499.881
138.000,1499.887
138.200,1499.893
138.400,1499.900
138.600,1499.906
138.800,1499.912
139.000,1499.919
139.200,1499.925
139.400,1499.932
139.600,1499.938
139.800,1499.945
140.000,1499.952
140.200,1499.959
140.400,1499.965
140.600,1499.972
140.800,1499.979
141.000,1499.986
141.200,1499.993
141.400,1500.000
141.600,1500.007
141.800,1500.014
142.000,1500.021
142.200,1500.029
142.400,1500.036
142.600,1500.043
142.800,1500.050
143.000,1500.057
143.200,1500.064
143.400,1500.071
143.600,1500.078
143.800,1500.085
144.000,1500.092
144.200,1500.099
144.400,1500.106
144.600,1500.113
144.800,1500.119
145.000,1500.126
145.200,1500.133
145.400,1500.139
145.600,1500.146
145.800,1500.152
146.000,1500.159
146.200,1500.165
146.400,1500.171
146.600,1500.177
146.800,1500.183
147.000,1500.189
147.200,1500.195
147.400,1500.201
147.600,1500.207
147.800,1500.212
148.000,1500.218
148.200,1500.223
148.400,1500.228
148.600,1500.233
148.800,1500.238
149.000,1500.243
149.200,1500.248
149.400,1500.252
149.600,1500.257
149.800,1500.261
150.000,1500.265
150.200,1500.269
150.400,1500.273
150.600,1500.277
150.800,1500.281
151.000,1500.284
151.200,1500.288
151.400,1500.291
151.600,1500.294
151.800,1500.297
152.000,1500.300
152.200,1500.302
152.400,1500.305
152.600,1500.307
152.800,1500.309
153.000,1500.311
153.200,1500.313
153.400,1500.315
153.600,1500.316
153.800,1500.318
154.000,1500.319
154.200,1500.320
154.400,1500.321
154.600,1500.322
154.800,1500.323
155.000,1500.324
155.200,1500.324
155.400,1500.325
155.600,1500.325
155.800,1500.325
156.000,1500.325
156.200,1500.325
156.400,1500.325
156.600,1500.324
156.800,1500.324
157.000,1500.323
157.200,1500.322
157.400,1500.322
157.600,1500.321
157.800,1500.320
158.000,1500.319
158.200,1500.317
158.400,1500.316
158.600,1500.315
158.800,1500.313
159.000,1500.312
159.200,1500.310
159.400,1500.309
159.600,1500.307
159.800,1500.305
160.000,1500.303
160.200,1500.301
160.400,1500.299
160.600,1500.297
160.800,1500.295
161.000,1500.293
161.200,1500.291
161.400,1500.289
161.600,1500.287
161.800,1500.284
162.000,1500.282
162.200,1500.280
162.400,1500.278
162.600,1500.275
162.800,1500.273
163.000,1500.271
163.200,1500.269
163.400,1500.267
163.600,1500.264
163.800,1500.262
164.000,1500.260
164.200,1500.258
164.400,1500.256
164.600,1500.254
164.800,1500.252
165.000,1500.250
165.200,1500.248
165.400,1500.246
165.600,1500.244
165.800,1500.242
166.000,1500.241
166.200,1500.239
166.400,1500.237
166.600,1500.236
166.800,1500.234
167.000,1500.233
167.200,1500.232
167.400,1500.230
167.600,1500.229
167.800,1500.228
168.000,1500.227
168.200,1500.226
168.400,1500.226
168.600,1500.225
168.800,1500.224
169.000,1500.224
169.200,1500.223
169.400,1500.223
169.600,1500.223
169.800,1500.223
170.000,1500.223
170.200,1500.223
170.400,1500.223
170.600,1500.223
170.800,1500.224
171.000,1500.224
171.200,1500.225
171.400,1500.226
171.600,1500.227
171.800,1500.227
172.000,1500.228
172.200,1500.230
172.400,1500.231
172.600,1500.232
172.800,1500.234
173.000,1500.235
173.200,1500.237
173.400,1500.238
173.600,1500.240
173.800,1500.242
174.000,1500.244
174.200,1500.246
174.400,1500.248
174.600,1500.251
174.800,1500.253
175.000,1500.255
175.200,1500.258
175.400,1500.260
175.600,1500.263
175.800,1500.266
176.000,1500.268
176.200,1500.271
176.400,1500.274
176.600,1500.277
176.800,1500.280
177.000,1500.283
177.200,1500.286
177.400,1500.289
177.600,1500.292
177.800,1500.295
178.000,1500.299
178.200,1500.302
178.400,1500.305
178.600,1500.308
178.800,1500.312
179.000,1500.315
179.200,1500.318
179.400,1500.321
179.600,1500.325
179.800,1500.328
180.000,1500.331
180.200,1500.335
180.400,1500.338
180.600,1500.341
180.800,1500.344
181.000,1500.347
181.200,1500.350
181.400,1500.353
181.600,1500.356
181.800,1500.359
182.000,1500.362
182.200,1500.365
182.400,1500.368
182.600,1500.371
182.800,1500.373
183.000,1500.376
183.200,1500.378
183.400,1500.381
183.600,1500.383
183.800,1500.385
184.000,1500.387
184.200,1500.390
184.400,1500.391
184.600,1500.393
184.800,1500.395
185.000,1500.397
185.200,1500.398
185.400,1500.399
185.600,1500.401
185.800,1500.402
186.000,1500.403
186.200,1500.404
186.400,1500.405
186.600,1500.405
186.800,1500.406
187.000,1500.406
187.200,1500.406
187.400,1500.406
187.600,1500.406
187.800,1500.406
188.000,1500.406
188.200,1500.405
188.400,1500.404
188.600,1500.404
188.800,1500.403
189.000,1500.402
189.200,1500.400
189.400,1500.399
189.600,1500.397
189.800,1500.396
190.000,1500.394
190.200,1500.392
190.400,1500.389
190.600,1500.387
190.800,1500.385
191.000,1500.382
191.200,1500.379
191.400,1500.376
191.600,1500.373
191.800,1500.370
192.000,1500.366
192.200,1500.363
192.400,1500.359
192.600,1500.355
192.800,1500.352
193.000,1500.347
193.200,1500.343
193.400,1500.339
193.600,1500.334
193.800,1500.330
194.000,1500.325
194.200,1500.320
194.400,1500.315
194.600,1500.310
194.800,1500.305
195.000,1500.299
195.200,1500.294
195.400,1500.289
195.600,1500.283
195.800,1500.277
196.000,1500.271
196.200,1500.265
196.400,1500.259
196.600,1500.253
196.800,1500.247
197.000,1500.241
197.200,1500.235
197.400,1500.228
197.600,1500.222
197.800,1500.215
198.000,1500.209
198.200,1500.202
198.400,1500.196
198.600,1500.189
198.800,1500.182
199.000,1500.176
199.200,1500.169
199.400,1500.162
199.600,1500.156
199.800,1500.149
200.000,1500.142
200.200,1500.135
200.400,1500.128
200.600,1500.122
200.800,1500.115
201.000,1500.108
201.200,1500.101
201.400,1500.095
201.600,1500.088
201.800,1500.081
202.000,1500.075
202.200,1500.068
202.400,1500.062
202.600,1500.055
202.800,1500.049
203.000,1500.043
203.200,1500.036
203.400,1500.030
203.600,1500.024
203.800,1500.018
204.000,1500.012
204.200,1500.006
204.400,1500.000
204.600,1499.994
204.800,1499.989
205.000,1499.983
205.200,1499.978
205.400,1499.972
205.600,1499.967
205.800,1499.962
206.000,1499.957
206.200,1499.952
206.400,1499.947
206.600,1499.943
206.800,1499.938
207.000,1499.933
207.200,1499.929
207.400,1499.925
207.600,1499.921
207.800,1499.917
208.000,1499.913
208.200,1499.909
208.400,1499.906
208.600,1499.902
208.800,1499.899
209.000,1499.896
209.200,1499.893
209.400,1499.890
209.600,1499.887
209.800,1499.884
210.000,1499.882
210.200,1499.879
210.400,1499.877
210.600,1499.875
210.800,1499.873
211.000,1499.871
211.200,1499.869
211.400,1499.867
211.600,1499.866
211.800,1499.864
212.000,1499.863
212.200,1499.862
212.400,1499.861
212.600,1499.860
212.800,1499.859
213.000,1499.858
213.200,1499.858
213.400,1499.857
213.600,1499.857
213.800,1499.856
214.000,1499.856
214.200,1499.856
214.400,1499.856
214.600,1499.856
214.800,1499.856
215.000,1499.856
215.200,1499.857
215.400,1499.857
215.600,1499.858
215.800,1499.858
216.000,1499.859
216.200,1499.859
216.400,1499.860
216.600,1499.861
216.800,1499.862
217.000,1499.862
217.200,1499.863
217.400,1499.864
217.600,1499.865
217.800,1499.866
218.000,1499.867
218.200,1499.868
218.400,1499.869
218.600,1499.870
218.800,1499.871
219.000,1499.872
219.200,1499.873
219.400,1499.874
219.600,1499.876
219.800,1499.877
220.000,1499.878
220.200,1499.879
220.400,1499.880
220.600,1499.881
220.800,1499.881
221.000,1499.882
221.200,1499.883
221.400,1499.884
221.600,1499.885
221.800,1499.885
222.000,1499.886
222.200,1499.887
222.400,1499.887
222.600,1499.888
222.800,1499.888
223.000,1499.888
223.200,1499.889
223.400,1499.889
223.600,1499.889
223.800,1499.889
224.000,1499.889
224.200,1499.889
224.400,1499.889
224.600,1499.888
224.800,1499.888
225.000,1499.887
225.200,1499.887
225.400,1499.886
225.600,1499.885
225.800,1499.884
226.000,1499.883
226.200,1499.882
226.400,1499.881
226.600,1499.880
226.800,1499.878
227.000,1499.876
227.200,1499.875
227.400,1499.873
227.600,1499.871
227.800,1499.869
228.000,1499.867
228.200,1499.865
228.400,1499.862
228.600,1499.860
228.800,1499.857
229.000,1499.855
229.200,1499.852
229.400,1499.849
229.600,1499.846
229.800,1499.843
230.000,1499.840
230.200,1499.837
230.400,1499.833
230.600,1499.830
230.800,1499.826
231.000,1499.822
231.200,1499.819
231.400,1499.815
231.600,1499.811
231.800,1499.807
232.000,1499.803
232.200,1499.798
232.400,1499.794
232.600,1499.790
232.800,1499.785
233.000,1499.781
233.200,1499.776
233.400,1499.772
233.600,1499.767
233.800,1499.762
234.000,1499.757
234.200,1499.753
234.400,1499.748
234.600,1499.743
234.800,1499.738
235.000,1499.733
235.200,1499.728
235.400,1499.723
235.600,1499.718
235.800,1499.713
236.000,1499.708
236.200,1499.703
236.400,1499.697
236.600,1499.692
236.800,1499.687
237.000,1499.682
237.200,1499.677
237.400,1499.672
237.600,1499.667
237.800,1499.662
238.000,1499.657
238.200,1499.652
238.400,1499.647
238.600,1499.643
238.800,1499.638
239.000,1499.633
239.200,1499.629
239.400,1499.624
239.600,1499.619
239.800,1499.615
240.000,1499.611
240.200,1499.606
240.400,1499.602
240.600,1499.598
240.800,1499.594
241.000,1499.590
241.200,1499.586
241.400,1499.582
241.600,1499.579
241.800,1499.575
242.000,1499.572
242.200,1499.569
242.400,1499.565
242.600,1499.562
242.800,1499.559
243.000,1499.557
243.200,1499.554
243.400,1499.552
243.600,1499.549
243.800,1499.547
244.000,1499.545
244.200,1499.543
244.400,1499.541
244.600,1499.539
244.800,1499.538
245.000,1499.537
245.200,1499.535
245.400,1499.534
245.600,1499.533
245.800,1499.533
246.000,1499.532
246.200,1499.532
246.400,1499.531
246.600,1499.531
246.800,1499.531
247.000,1499.531
247.200,1499.532
247.400,1499.532
247.600,1499.533
247.800,1499.534
248.000,1499.535
248.200,1499.536
248.400,1499.537
248.600,1499.539
248.800,1499.540
249.000,1499.542
249.200,1499.544
249.400,1499.546
249.600,1499.548
249.800,1499.551
250.000,1499.553
250.200,1499.556
250.400,1499.559
250.600,1499.562
250.800,1499.565
251.000,1499.568
251.200,1499.571
251.400,1499.575
251.600,1499.578
251.800,1499.582
252.000,1499.586
252.200,1499.590
252.400,1499.594
252.600,1499.598
252.800,1499.602
253.000,1499.607
253.200,1499.611
253.400,1499.616
253.600,1499.620
253.800,1499.625
254.000,1499.630
254.200,1499.635
254.400,1499.640
254.600,1499.645
254.800,1499.650
255.000,1499.655
255.200,1499.660
255.400,1499.666
255.600,1499.671
255.800,1499.676
256.000,1499.682
256.200,1499.687
256.400,1499.693
256.600,1499.698
256.800,1499.704
257.000,1499.709
257.200,1499.715
257.400,1499.721
257.600,1499.726
257.800,1499.732
258.000,1499.737
258.200,1499.743
258.400,1499.748
258.600,1499.754
258.800,1499.760
259.000,1499.765
259.200,1499.771
259.400,1499.776
259.600,1499.781
259.800,1499.787
260.000,1499.792
260.200,1499.797
260.400,1499.802
260.600,1499.808
260.800,1499.813
261.000,1499.818
261.200,1499.823
261.400,1499.828
261.600,1499.832
261.800,1499.837
262.000,1499.842
262.200,1499.846
262.400,1499.851
262.600,1499.855
262.800,1499.859
263.000,1499.864
263.200,1499.868
263.400,1499.872
263.600,1499.876
263.800,1499.880
264.000,1499.883
264.200,1499.887
264.400,1499.890
264.600,1499.894
264.800,1499.897
265.000,1499.900
265.200,1499.903
265.400,1499.906
265.600,1499.909
265.800,1499.912
266.000,1499.914
266.200,1499.917
266.400,1499.919
266.600,1499.921
266.800,1499.924
267.000,1499.926
267.200,1499.927
267.400,1499.929
267.600,1499.931
267.800,1499.933
268.000,1499.934
268.200,1499.935
268.400,1499.937
268.600,1499.938
268.800,1499.939
269.000,1499.940
269.200,1499.941
269.400,1499.941
269.600,1499.942
269.800,1499.942
270.000,1499.943
270.200,1499.943
270.400,1499.943
270.600,1499.944
270.800,1499.944
271.000,1499.944
271.200,1499.944
271.400,1499.944
271.600,1499.943
271.800,1499.943
272.000,1499.943
272.200,1499.942
272.400,1499.942
272.600,1499.941
272.800,1499.941
273.000,1499.940
273.200,1499.939
273.400,1499.939
273.600,1499.938
273.800,1499.937
274.000,1499.936
274.200,1499.936
274.400,1499.935
274.600,1499.934
274.800,1499.933
275.000,1499.932
275.200,1499.931
275.400,1499.930
275.600,1499.929
275.800,1499.928
276.000,1499.928
276.200,1499.927
276.400,1499.926
276.600,1499.925
276.800,1499.924
277.000,1499.924
277.200,1499.923
277.400,1499.922
277.600,1499.922
277.800,1499.921
278.000,1499.920
278.200,1499.920
278.400,1499.920
278.600,1499.919
278.800,1499.919
279.000,1499.919
279.200,1499.919
279.400,1499.918
279.600,1499.918
279.800,1499.919
280.000,1499.919
280.200,1499.919
280.400,1499.919
280.600,1499.920
280.800,1499.920
281.000,1499.921
281.200,1499.922
281.400,1499.923
281.600,1499.924
281.800,1499.925
282.000,1499.926
282.200,1499.927
282.400,1499.929
282.600,1499.930
282.800,1499.932
283.000,1499.933
283.200,1499.935
283.400,1499.937
283.600,1499.940
283.800,1499.942
284.000,1499.944
284.200,1499.947
284.400,1499.949
284.600,1499.952
284.800,1499.955
285.000,1499.958
285.200,1499.961
285.400,1499.964
285.600,1499.968
285.800,1499.971
286.000,1499.975
286.200,1499.978
286.400,1499.982
286.600,1499.986
286.800,1499.990
287.000,1499.995
287.200,1499.999
287.400,1500.003
287.600,1500.008
287.800,1500.013
288.000,1500.017
288.200,1500.022
288.400,1500.027
288.600,1500.032
288.800,1500.038
289.000,1500.043
289.200,1500.048
289.400,1500.054
289.600,1500.059
289.800,1500.065
290.000,1500.071
290.200,1500.076
290.400,1500.082
290.600,1500.088
290.800,1500.094
291.000,1500.100
291.200,1500.106
291.400,1500.113
291.600,1500.119
291.800,1500.125
292.000,1500.131
292.200,1500.138
292.400,1500.144
292.600,1500.150
292.800,1500.157
293.000,1500.163
293.200,1500.170
293.400,1500.176
293.600,1500.183
293.800,1500.189
294.000,1500.196
294.200,1500.202
294.400,1500.209
294.600,1500.215
294.800,1500.222
295.000,1500.228
295.200,1500.235
295.400,1500.241
295.600,1500.247
295.800,1500.253
296.000,1500.260
296.200,1500.266
296.400,1500.272
296.600,1500.278
296.800,1500.284
297.000,1500.290
297.200,1500.296
297.400,1500.302
297.600,1500.307
297.800,1500.313
298.000,1500.319
298.200,1500.324
298.400,1500.329
298.600,1500.335
298.800,1500.340
299.000,1500.345
299.200,1500.350
299.400,1500.355
299.600,1500.359
299.800,1500.364
300.000,1500.368
300.200,1500.373
300.400,1500.377
300.600,1500.381
300.800,1500.385
301.000,1500.389
301.200,1500.392
301.400,1500.396
301.600,1500.399
301.800,1500.403
302.000,1500.406
302.200,1500.409
302.400,1500.411
302.600,1500.414
302.800,1500.416
303.000,1500.419
303.200,1500.421
303.400,1500.423
303.600,1500.425
303.800,1500.427
304.000,1500.428
304.200,1500.430
304.400,1500.431
304.600,1500.432
304.800,1500.433
305.000,1500.434
305.200,1500.434
305.400,1500.435
305.600,1500.435
305.800,1500.435
306.000,1500.435
306.200,1500.435
306.400,1500.435
306.600,1500.435
306.800,1500.434
307.000,1500.433
307.200,1500.432
307.400,1500.431
307.600,1500.430
307.800,1500.429
308.000,1500.428
308.200,1500.426
308.400,1500.424
308.600,1500.423
308.800,1500.421
309.000,1500.419
309.200,1500.417
309.400,1500.414
309.600,1500.412
309.800,1500.409
310.000,1500.407
310.200,1500.404
